country,country_code,col_belgium,col_britain,col_france,col_germany,col_italy,col_netherlands,col_portugal,col_spain,colstart_belgium,colstart_britain,colstart_france,colstart_germany,colstart_italy,colstart_netherlands,colstart_portugal,colstart_spain,first,colend_belgium,colend_britain,colend_france,colend_germany,colend_italy,colend_netherlands,colend_portugal,colend_spain,last,time_belgium,time_britain,time_france,time_germany,time_italy,time_netherlands,time_portugal,time_spain,main,max,time_indep_interim,simultaneous_time,time_total,year_independence,ncolonizers,efw_france,efw_portugal,efw_britain,efw_spain,efw_belgium,efw_italy,efw_netherlands,efw_germany,efw_colonizer,timec_total,hiel_indep,indep_from,main_indep,avg_efw,Area1,Area2,Area3,Area4,Area5,std,efw_std,Area1_std,Area2_std,Area3_std,Area4_std,Area5_std,std_std,Year,wb_region,efw_2019,Area1_2019,Area2_2019,Area3_2019,Area4_2019,Area5_2019,std_2019,efw_indep_year,efw_indep,efw_indep2_year,efw_indep2,efw_indep3_year,efw_indep3,efw_indep4_year,efw_indep4,efw_indep5_year,efw_indep5,ruggedness,legor_uk,legor_fr,legor_so,legor_ge,legor_sc,avg_ethnofrac,euro_share,lat,lon,africa,catho80,muslim80,lat_abst,f_french,f_spain,f_pothco,rich4,temp1,temp2,temp3,temp4,temp5,humid1,humid2,humid3,humid4,steplow,deslow,stepmid,desmid,drystep,hiland,drywint,avexpr,f_dutch,f_belg,f_italy,f_germ,logpgp95,landlock,goldm,iron,silv,zinc,oilres,logem4,america,ex2col,asia,lpd1500s,lland15,notmcp80,lpd1000s,lpa1500,coal,island,time_indep,centuries,multiple,long_colonizer,colonizer,late,diff,miss,continent,region,_est_est1,constant,touse
Suriname,SUR,0,0,0,0,0,1,0,0,,,,,,1642,,,1642,,,,,,1964,,,1964,0,0,0,0,0,322,0,0,Netherlands,322,0,0,322,1964,1,,,,,,,918.4717554638754,,7.986710917077177,115,8.410577476844733,Netherlands,1,6.223194953415406,5.375338785296802,4.828679326848873,8.149521712307978,5.998006981297672,6.765636054268258,1.35739319040895,.3010976652075472,.4439298991288953,.2862248227940512,1.170185046440055,.2417331835028116,.5540892381665766,.4621454898518522,2019,Latin America & the Caribbean,5.9996735395189,5.74818810217666,4.472109584065801,7.875460491793393,5.555478509915606,6.36520537713843,1.249613006654829,,,,,,,,,2010,6.549853223273812,30.7,0,1,0,0,0,.75,.04,4,-56,0,36,13,.044444446,0,0,1,0,27,33,37,17,19,87,92,66,80,0,0,0,0,0,0,0,4.681818,0,0,0,0,8.0100002,0,0,0,0,0,0,3.4713452,1,1,0,-1.5464631,11.957611,14.400002,-.18272163,10.411148,0,0,36,3.22,0,Netherlands,Netherlands,0,,,America,America,1,1,1
Swaziland,SWZ,0,1,0,0,0,0,0,0,,1897,,,,,,,1897,,1968,,,,,,,1968,0,71,0,0,0,0,0,0,Britain,71,0,0,71,1968,1,,,553.5730592646851,,,,,,7.688514712009515,72,7.801376262046121,Britain,1,6.149098881109186,5.395076362809924,3.634072005328039,7.899890683170736,6.295098298708013,7.523298623814628,1.743539973303359,.0689506890851655,.421363576185376,.174093065286223,.1832261797384948,.3635381119098098,.1846535491077043,.1239888768056499,2019,Sub-Saharan Africa,6.139341421143847,5.86209102711215,3.810538557616286,7.855261220935455,5.998994902557706,7.150174045134353,1.539965409740878,,,,,,,,,2010,6.068504402079724,306.3,1,0,0,0,0,0,.021,-26.5,31.5,1,10.8,.1,.2922222,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,8.1077204,1,,,,,,,0,1,0,-.71053749,9.7526646,55.199997,,9.0421276,0,0,32,.70999998,0,Britain,Britain,0,,,Africa,Africa,1,1,1
Seychelles,SYC,0,1,1,0,0,0,0,0,,1814,1756,,,,,,1756,,1976,1794,,,,,,1976,0,162,38,0,0,0,0,0,Britain,162,20,0,200,1976,2,,,998.8902227300139,,,,,,7.865277344330818,127,7.666446438344086,Britain,1,7.431740322527729,7.175470486136987,5.556884984106599,8.777068768882245,8.170898399539857,7.481101173796353,1.235860769638513,.242660686734167,.3329314772722728,.1573024605278444,.7213264428689848,.2774642143436444,.1443369490013132,.1542053036570091,2019,Sub-Saharan Africa,7.629116809116809,7.106310052023868,5.709583155824982,9.259455599790064,8.340270268982168,7.712058315881045,1.334962109118986,,,,,,,2011,6.995719707173916,2016,7.569202279202279,488.5,0,1,0,0,0,0,,-4.5833,55.6667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,1,24,2,1,Britain,Britain,0,,1,Africa,Africa,1,1,1
Syria,SYR,0,0,1,0,0,0,0,0,,,1922,,,,,,1922,,,1944,,,,,,1944,0,0,22,0,0,0,0,0,France,22,0,0,22,1944,1,153.5103084356418,,,,,,,,6.674361236332253,23,5.152050090245226,France,1,5.267422411642192,6.18209433909009,3.249154723570225,6.793902571268371,4.362397429633112,5.895470697442932,1.580139605687413,.4435311094250254,.4421619572680736,.3350037927958167,1.160077171668758,.8937177568934616,.6032252999427918,.2407651008320552,2019,Middle East & North Africa,4.979245689655173,6.446586185935932,3.026002591333619,6.050014381025749,4.218450942473265,5.175445068928457,1.390324870931532,,,1955,6.493727489010649,1965,5.340932341715272,1975,4.168448408454724,1985,3.259050086320483,75.59999999999999,0,1,0,0,0,.094792,,35,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,0,56,.22,0,France,France,0,,1,Asia,Asia,1,1,1
Chad,TCD,0,0,1,0,0,0,0,0,,,1899,,,,,,1899,,,1960,,,,,,1960,0,0,61,0,0,0,0,0,France,61,0,0,61,1960,1,430.3582740822919,,,,,,,,6.941262485198257,62,7.81686086670639,France,1,5.183036933345696,7.099418488500592,2.608730723150552,6.222428748845312,4.940174446518762,5.026633114138751,1.712789165165972,.215412466790987,.6928099150691492,.1158806354431247,.4747771653265326,.181650071656466,.2108932304993629,.2643074887309599,2019,Sub-Saharan Africa,5.629856115107913,8.602556642397426,2.688898422705689,6.906308829010343,5.067862941423567,4.868204535204906,2.236705938714722,,,1975,5.118793109851652,1980,4.915152154306017,1990,4.651689941127233,2000,5.294056286708452,41.9,0,1,0,0,0,.6662003,,15,19,1,21,44,.16666667,1,0,0,0,28,36,46,8,19,32,93,10,72,0,1,0,0,0,0,0,,0,0,0,0,6.8351846,1,0,0,0,0,0,5.6347895,0,1,0,0,13.535162,23.4,-.40546507,13.535162,0,0,40,.61000001,0,France,France,0,,,Africa,Africa,1,1,1
Togo,TGO,0,0,1,1,0,0,0,0,,,1922,1884,,,,,1884,,,1960,1914,,,,,1960,0,0,38,30,0,0,0,0,France,38,8,0,68,1960,2,260.4351167995113,,,,,,,246.4407979170323,7.241084495950622,70,7.81686086670639,France,1,5.499078342198022,7.251081958072544,3.630288859715837,6.79353250667359,5.391953398480963,4.400887516222221,1.594144203256774,.2753194874974992,.7609425350408927,.8078021959600524,.2453976629110855,.2955206953606963,.6640273847858857,.4152935250665603,2019,Sub-Saharan Africa,6.070193548387097,7.425551687580064,5.098194128382933,7.214422452184515,5.026010519143675,5.591011402524668,1.163074428391251,,,1975,4.189902114363803,1980,3.979881958255342,1990,5.114451337011888,2000,5.267924879258417,28,0,1,0,0,0,.7284868,0,8,1.1667,1,29.299999,17,.088888891,1,0,0,0,27,32,38,15,21,95,97,61,77,1,0,0,0,1,0,0,6.909091,0,0,0,0,7.2225661,0,0,0,0,0,0,6.5042882,0,1,0,1.442202,10.903935,47.599998,.99028438,12.346138,0,0,40,.68000001,1,France,France,0,,,Africa,Africa,1,1,1
Thailand,THA,0,0,1,0,0,0,0,0,,,1867,,,,,,1867,,,1941,,,,,,1941,0,0,74,0,0,0,0,0,France,74,0,0,74,1941,1,556.8493457428465,,,,,,,,7.424657943237953,75,5.29073246910705,France,1,6.660162497411749,7.199364986281263,5.303011061731603,7.38822144251301,6.554502916555788,6.86940878313707,.874193221118577,.1309850745042483,.2086368673421614,.4187482998056512,.6993164941071109,.1904172102765339,.2451294153908138,.3012939672973287,2019,East Asia & Pacific,6.90980854197349,7.128850528947151,4.918166146387203,8.585830745211895,7.031041439438941,6.879687062967142,1.307599708576347,,,1955,5.778741001782931,1965,5.751436511268545,1975,5.857026914406815,1985,5.878606421380188,105.1,1,0,0,0,0,.3569488,,15,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,0,59,.74000001,0,France,France,0,,1,Asia,Asia,1,1,1
Timor-Leste,TLS,0,0,0,0,0,0,1,0,,,,,,,1642,,1642,,,,,,,1975,,1975,0,0,0,0,0,0,333,0,Portugal,333,0,0,333,1975,1,,799.4238419090082,,,,,,,6.344633665944509,126,6.682536344652799,Portugal,1,6.400871217139246,4.642566138364561,3.534558398469561,8.755820616515249,8.474083813088871,6.535542124983502,2.317935968915329,.2929045665816433,.1824918089251513,.3205542261473913,.2286921759274788,.5203009039731306,.6033105746043259,.1271913376691752,2019,East Asia & Pacific,5.920033613445378,4.504363453268204,3.37485649903393,8.717290014127075,7.849822435459964,5.152088655983197,2.270490897479568,,,,,,,2010,6.415212311892871,2015,6.575068285675083,185,,,,,,,,-8.550000000000001,125.5167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,1,25,3.3299999,0,Portugal,Portugal,0,,1,Asia,Asia,1,1,1
Trinidad & Tobago,TTO,0,1,0,0,0,0,0,1,,1797,,,,,,1592,1592,,1962,,,,,,1797,1962,0,165,0,0,0,0,0,205,Spain,205,0,0,370,1962,2,,,889.4597865638879,,,,,,7.871325544813167,113,7.877900648831044,Britain,0,7.193196228951616,6.712119180055568,5.120058014770677,8.767884234670934,7.985943839352484,7.372113067376024,1.412843175908665,.1233938341154627,.3000485606874145,.1885720343220536,.3554977622285258,.1493958280974124,.4549563236259925,.134808857935919,2019,Latin America & the Caribbean,7.219700854700854,6.908650220974015,5.233844461572554,9.255661099778344,7.933302076193101,6.771812818453517,1.491252668314015,,,1975,5.182766039774372,1985,5.291415742045213,1995,7.163709976597575,2002,7.319305094468336,60.3,1,0,0,0,0,.2312698,.055,11,-61,0,35.799999,6.5,.12222222,0,0,0,0,26,35,38,11,16,83,89,61,76,0,0,0,0,0,0,0,7.4545455,0,0,0,0,8.7687302,0,0,0,0,0,442000,4.4426513,1,1,0,.37843648,8.542861,44.5,-.18272163,8.9212971,0,1,38,3.7,1,Spain,Britain,0,,,America,America,1,1,1
Tunisia,TUN,0,0,1,0,0,0,0,0,,,1877,,,,,,1877,,,1956,,,,,,1956,0,0,79,0,0,0,0,0,France,79,0,0,79,1956,1,574.9937402136317,,,,,,,,7.187421752670396,80,7.343794479391645,France,1,6.322259561503438,6.455998312423695,5.158237078234101,6.969100110379339,6.268956934294419,6.754303529162096,.7808029507573753,.156951393287555,.6373301384070212,.2126189620385443,.1453302728094304,.3381106627921125,.2326486871679121,.0933339850530874,2019,Middle East & North Africa,5.940245901639345,5.176545239734794,5.043248633296828,6.713709892096806,6.31208526608262,6.465009642910677,.7745503995529366,,,1970,5.538384586057942,1980,5.571815478931532,1990,5.818011564487044,2000,6.508401726283657,72.59999999999999,0,1,0,0,0,.0702522,.066,34,9,1,.1,99.400002,.37777779,1,0,0,0,24,25,48,-1,11,72,86,40,64,1,0,0,0,0,0,0,6.4545455,0,0,0,0,8.4826021,0,0,0,0,0,198000,4.1431346,0,1,0,2.4598472,11.13252,.49999848,2.6829908,13.592367,0,0,44,.79000002,0,France,France,0,,,Africa,Africa,1,1,1
